"resource","country","cluster","cluster_rank","tier","location","gw"
"onwind","LV",2,1,4,1,3.341
"onwind","LV",2,1,3,2,9.343
"onwind","LV",1,2,3,3,1.696
"onwind","LV",2,1,2,4,38.088
"onwind","LV",1,2,2,5,54.776
"onwind","LV",2,1,1,6,12.732
"onwind","LV",1,2,1,7,28.944
"onwind","MD",1,1,3,1,0.078
"onwind","MD",1,1,2,2,14.171
"onwind","MD",1,1,1,3,12.054
"onwind","ME",2,1,4,1,0.149
"onwind","ME",1,2,4,2,0.045
"onwind","ME",2,1,3,3,0.962
"onwind","ME",1,2,3,4,0.284
"onwind","ME",2,1,2,5,3.661
"onwind","ME",1,2,2,6,1.093
"onwind","ME",2,1,1,7,6.961
"onwind","ME",1,2,1,8,2.801
"onwind","MK",2,2,4,1,0.006
"onwind","MK",4,1,3,2,0.035
"onwind","MK",2,2,3,3,0.046
"onwind","MK",3,3,3,4,0.092
"onwind","MK",1,4,3,5,0.051
"onwind","MK",4,1,2,6,0.794
"onwind","MK",2,2,2,7,0.431
"onwind","MK",3,3,2,8,0.781
"onwind","MK",1,4,2,9,0.525
"onwind","MK",4,1,1,10,6.108
"onwind","MK",2,2,1,11,2.411
"onwind","MK",3,3,1,12,2.361
"onwind","MK",1,4,1,13,2.66
"onwind","NL",1,1,4,1,7.527
"onwind","NL",1,1,3,2,29.902
"onwind","NL",1,1,2,3,9.143
"onwind","NL",1,1,1,4,0.49
"onwind","NO",20,1,4,1,13.694
"onwind","NO",19,2,4,2,14.33
"onwind","NO",1,3,4,3,9.307
"onwind","NO",13,4,4,4,13.332
"onwind","NO",3,5,4,5,9.558
"onwind","NO",11,6,4,6,7.178
"onwind","NO",14,7,4,7,11.405
"onwind","NO",18,8,4,8,8.267
"onwind","NO",17,9,4,9,3.647
"onwind","NO",15,10,4,10,4.566
"onwind","NO",10,11,4,11,5.177
"onwind","NO",12,12,4,12,6.358
"onwind","NO",7,13,4,13,3.106
"onwind","NO",16,14,4,14,5.277
"onwind","NO",9,15,4,15,3.516
"onwind","NO",5,16,4,16,3.472
"onwind","NO",2,17,4,17,2.759
"onwind","NO",6,18,4,18,2.61
"onwind","NO",8,19,4,19,1.768
"onwind","NO",4,20,4,20,0.226
"onwind","NO",20,1,3,21,15.07
"onwind","NO",19,2,3,22,13.372
"onwind","NO",1,3,3,23,8.988
"onwind","NO",13,4,3,24,13.243
"onwind","NO",3,5,3,25,14.71
"onwind","NO",11,6,3,26,11.753
"onwind","NO",14,7,3,27,14.476
"onwind","NO",18,8,3,28,12.944
"onwind","NO",17,9,3,29,13.808
"onwind","NO",15,10,3,30,8.685
"onwind","NO",10,11,3,31,9.6
"onwind","NO",12,12,3,32,9.749
"onwind","NO",7,13,3,33,6.709
"onwind","NO",16,14,3,34,8.977
"onwind","NO",9,15,3,35,8.007
"onwind","NO",5,16,3,36,10.975
"onwind","NO",2,17,3,37,5.429
"onwind","NO",6,18,3,38,6.361
"onwind","NO",8,19,3,39,6.758
"onwind","NO",4,20,3,40,1.181
"onwind","NO",20,1,2,41,8.934
"onwind","NO",19,2,2,42,9.674
"onwind","NO",1,3,2,43,5.65
"onwind","NO",13,4,2,44,10.166
"onwind","NO",3,5,2,45,8.45
"onwind","NO",11,6,2,46,9.903
"onwind","NO",14,7,2,47,11.397
"onwind","NO",18,8,2,48,10.736
"onwind","NO",17,9,2,49,12.785
"onwind","NO",15,10,2,50,10.372
"onwind","NO",10,11,2,51,9.644
"onwind","NO",12,12,2,52,10.947
"onwind","NO",7,13,2,53,7.61
"onwind","NO",16,14,2,54,12.009
"onwind","NO",9,15,2,55,8.117
"onwind","NO",5,16,2,56,12.301
"onwind","NO",2,17,2,57,12.307
"onwind","NO",6,18,2,58,11.794
"onwind","NO",8,19,2,59,11.819
"onwind","NO",4,20,2,60,7.59
"onwind","NO",20,1,1,61,1.495
"onwind","NO",19,2,1,62,3.461
"onwind","NO",1,3,1,63,2.83
"onwind","NO",13,4,1,64,4.863
"onwind","NO",3,5,1,65,3.732
"onwind","NO",11,6,1,66,4.137
"onwind","NO",14,7,1,67,6.887
"onwind","NO",18,8,1,68,5.705
"onwind","NO",17,9,1,69,2.917
"onwind","NO",15,10,1,70,5.56
"onwind","NO",10,11,1,71,6.409
"onwind","NO",12,12,1,72,8.923
"onwind","NO",7,13,1,73,5.089
"onwind","NO",16,14,1,74,10.302
"onwind","NO",9,15,1,75,6.969
"onwind","NO",5,16,1,76,10.924
"onwind","NO",2,17,1,77,11.043
"onwind","NO",6,18,1,78,13.478
"onwind","NO",8,19,1,79,19.545
"onwind","NO",4,20,1,80,27.544
"onwind","PL",4,1,4,1,1.019
"onwind","PL",5,2,4,2,0.011
"onwind","PL",3,3,4,3,1.013
"onwind","PL",2,4,4,4,0.004
"onwind","PL",1,5,4,5,0.009
"onwind","PL",4,1,3,6,17.472
"onwind","PL",5,2,3,7,7.351
"onwind","PL",3,3,3,8,14.185
"onwind","PL",2,4,3,9,0.757
"onwind","PL",1,5,3,10,0.51
"onwind","PL",4,1,2,11,59.253
"onwind","PL",5,2,2,12,42.673
"onwind","PL",3,3,2,13,61.341
"onwind","PL",2,4,2,14,48.373
"onwind","PL",1,5,2,15,41.22
"onwind","PL",4,1,1,16,11.659
"onwind","PL",5,2,1,17,9.35
"onwind","PL",3,3,1,18,27.339
"onwind","PL",2,4,1,19,32.489
"onwind","PL",1,5,1,20,32.012
"onwind","PT",1,1,4,1,0.017
"onwind","PT",2,2,4,2,0.125
"onwind","PT",3,3,4,3,0.073
"onwind","PT",1,1,3,4,0.533
"onwind","PT",2,2,3,5,1.812
"onwind","PT",3,3,3,6,1.541
"onwind","PT",1,1,2,7,11.851
"onwind","PT",2,2,2,8,8.649
"onwind","PT",3,3,2,9,10.221
"onwind","PT",1,1,1,10,30.064
"onwind","PT",2,2,1,11,29.539
"onwind","PT",3,3,1,12,30.472
"onwind","RO",12,15,4,1,0.027
"onwind","RO",7,16,4,2,0.029
"onwind","RO",17,19,4,3,0.021
"onwind","RO",11,20,4,4,0.008
"onwind","RO",3,1,3,5,0.105
"onwind","RO",14,3,3,6,0.012
"onwind","RO",8,4,3,7,0.078
"onwind","RO",15,7,3,8,0.035
"onwind","RO",18,9,3,9,0.003
"onwind","RO",9,11,3,10,0.008
"onwind","RO",1,12,3,11,0.007
"onwind","RO",12,15,3,12,0.418
"onwind","RO",7,16,3,13,0.201
"onwind","RO",19,18,3,14,0.003
"onwind","RO",17,19,3,15,0.28
"onwind","RO",11,20,3,16,0.113
"onwind","RO",3,1,2,17,7.449
"onwind","RO",10,2,2,18,6.65
"onwind","RO",14,3,2,19,4.716
"onwind","RO",8,4,2,20,3.476
"onwind","RO",20,5,2,21,2.354
"onwind","RO",5,6,2,22,2.26
"onwind","RO",15,7,2,23,2.666
"onwind","RO",6,8,2,24,1.353
"onwind","RO",18,9,2,25,1.226
"onwind","RO",13,10,2,26,0.006
"onwind","RO",9,11,2,27,0.39
"onwind","RO",1,12,2,28,0.034
"onwind","RO",16,13,2,29,0.008
"onwind","RO",12,15,2,30,2.233
"onwind","RO",7,16,2,31,0.812
"onwind","RO",19,18,2,32,0.153
"onwind","RO",17,19,2,33,1.859
"onwind","RO",11,20,2,34,0.706
"onwind","RO",3,1,1,35,3.442
"onwind","RO",10,2,1,36,2.045
"onwind","RO",14,3,1,37,3.752
"onwind","RO",8,4,1,38,7.005
"onwind","RO",20,5,1,39,5.797
"onwind","RO",5,6,1,40,8.534
"onwind","RO",15,7,1,41,6.702
"onwind","RO",6,8,1,42,8.953
"onwind","RO",18,9,1,43,7.56
"onwind","RO",13,10,1,44,11.072
"onwind","RO",9,11,1,45,4.111
"onwind","RO",1,12,1,46,9.359
"onwind","RO",16,13,1,47,4.372
"onwind","RO",2,14,1,48,10.331
"onwind","RO",12,15,1,49,6.53
"onwind","RO",7,16,1,50,1.998
"onwind","RO",4,17,1,51,9.753
"onwind","RO",19,18,1,52,6.173
"onwind","RO",17,19,1,53,7.432
"onwind","RO",11,20,1,54,5.354
"onwind","RS",3,4,4,1,0.021
"onwind","RS",2,5,4,2,0.009
"onwind","RS",4,2,3,3,0.081
"onwind","RS",3,4,3,4,0.237
"onwind","RS",2,5,3,5,0.222
"onwind","RS",1,6,3,6,0.152
"onwind","RS",6,1,2,7,0.713
"onwind","RS",4,2,2,8,4.298
"onwind","RS",5,3,2,9,0.007
"onwind","RS",3,4,2,10,1.645
"onwind","RS",2,5,2,11,2.826
"onwind","RS",1,6,2,12,1.909
"onwind","RS",6,1,1,13,16.369
"onwind","RS",4,2,1,14,14.278
"onwind","RS",5,3,1,15,15.363
"onwind","RS",3,4,1,16,5.695
"onwind","RS",2,5,1,17,12.343
"onwind","RS",1,6,1,18,12.43
"onwind","SE",7,1,4,1,6.65
"onwind","SE",1,2,4,2,7.138
"onwind","SE",2,3,4,3,2.569
"onwind","SE",4,4,4,4,4.298
"onwind","SE",6,5,4,5,0.31
"onwind","SE",5,6,4,6,3.514
"onwind","SE",3,7,4,7,0.861
"onwind","SE",8,8,4,8,0.069
"onwind","SE",7,1,3,9,14.205
"onwind","SE",1,2,3,10,16.605
"onwind","SE",2,3,3,11,13.633
"onwind","SE",4,4,3,12,11.145
"onwind","SE",6,5,3,13,5.332
"onwind","SE",5,6,3,14,10.148
"onwind","SE",3,7,3,15,2.745
"onwind","SE",8,8,3,16,2.402
"onwind","SE",7,1,2,17,20.532
"onwind","SE",1,2,2,18,68.636
"onwind","SE",2,3,2,19,78.9
"onwind","SE",4,4,2,20,35.601
"onwind","SE",6,5,2,21,54.434
"onwind","SE",5,6,2,22,44.262
"onwind","SE",3,7,2,23,41.43
"onwind","SE",8,8,2,24,23.754
"onwind","SE",7,1,1,25,18.452
"onwind","SE",1,2,1,26,38.799
"onwind","SE",2,3,1,27,38.377
"onwind","SE",4,4,1,28,51.859
"onwind","SE",6,5,1,29,57.966
"onwind","SE",5,6,1,30,76.269
"onwind","SE",3,7,1,31,83.563
"onwind","SE",8,8,1,32,59.803
"onwind","SI",1,1,4,1,0.016
"onwind","SI",2,3,4,2,0.014
"onwind","SI",1,1,3,3,0.173
"onwind","SI",3,2,3,4,0.004
"onwind","SI",2,3,3,5,0.095
"onwind","SI",1,1,2,6,0.749
"onwind","SI",3,2,2,7,0.057
"onwind","SI",2,3,2,8,0.532
"onwind","SI",1,1,1,9,1.744
"onwind","SI",3,2,1,10,1.794
"onwind","SI",2,3,1,11,2.128
"onwind","SK",2,1,4,1,0.015
"onwind","SK",4,3,4,2,0.034
"onwind","SK",2,1,3,3,0.143
"onwind","SK",1,2,3,4,0.017
"onwind","SK",4,3,3,5,0.31
"onwind","SK",3,4,3,6,0.023
"onwind","SK",2,1,2,7,2.804
"onwind","SK",1,2,2,8,0.291
"onwind","SK",4,3,2,9,1.189
"onwind","SK",3,4,2,10,0.248
"onwind","SK",2,1,1,11,8.172
"onwind","SK",1,2,1,12,4.964
"onwind","SK",4,3,1,13,4.124
"onwind","SK",3,4,1,14,2.874
"onwind","UA",1,2,4,1,0.005
"onwind","UA",7,8,4,2,0.005
"onwind","UA",3,1,3,3,4.708
"onwind","UA",1,2,3,4,3.202
"onwind","UA",6,3,3,5,3.118
"onwind","UA",5,4,3,6,0.31
"onwind","UA",2,5,3,7,0.676
"onwind","UA",8,6,3,8,0.336
"onwind","UA",4,7,3,9,0.277
"onwind","UA",7,8,3,10,0.84
"onwind","UA",3,1,2,11,33.713
"onwind","UA",1,2,2,12,55.298
"onwind","UA",6,3,2,13,36.206
"onwind","UA",5,4,2,14,44.068
"onwind","UA",2,5,2,15,59.274
"onwind","UA",8,6,2,16,39.365
"onwind","UA",4,7,2,17,37.164
"onwind","UA",7,8,2,18,33.822
"onwind","UA",3,1,1,19,1.579
"onwind","UA",1,2,1,20,4.497
"onwind","UA",6,3,1,21,7.487
"onwind","UA",5,4,1,22,5.99
"onwind","UA",2,5,1,23,7.267
"onwind","UA",8,6,1,24,9.37
"onwind","UA",4,7,1,25,11.905
"onwind","UA",7,8,1,26,18.205
"onwind","XK",1,1,4,1,0.017
"onwind","XK",2,2,4,2,0.005
"onwind","XK",1,1,3,3,0.199
"onwind","XK",2,2,3,4,0.126
"onwind","XK",1,1,2,5,0.797
"onwind","XK",2,2,2,6,0.898
"onwind","XK",1,1,1,7,3.069
"onwind","XK",2,2,1,8,4.688
"solar","AL",1,1,6,1,0.637
"solar","AL",1,1,5,2,44.741
"solar","AL",1,1,4,3,7.189
"solar","AL",1,1,3,4,0.542
"solar","AL",1,1,2,5,0.07
"solar","AT",1,1,5,1,1.64
"solar","AT",1,1,4,2,28.683
"solar","AT",2,2,4,3,18.431
"solar","AT",1,1,3,4,30.142
"solar","AT",2,2,3,5,80.184
"solar","AT",1,1,2,6,8.91
"solar","AT",2,2,2,7,1.698
"solar","AT",1,1,1,8,1.156
"solar","AT",2,2,1,9,0.154
"solar","BA",1,1,5,1,13.877
"solar","BA",1,1,4,2,64.727
"solar","BA",1,1,3,3,6.829
"solar","BA",1,1,2,4,0.186
"solar","BA",1,1,1,5,0.006
"solar","BE",1,1,3,1,101.49
"solar","BE",1,1,2,2,3.966
"solar","BG",1,1,5,1,21.646
"solar","BG",1,1,4,2,210.943
"solar","BG",1,1,3,3,1.141
"solar","BG",1,1,2,4,0.036
"solar","CH",1,1,6,1,0.165
"solar","CH",1,1,5,2,11.693
"solar","CH",1,1,4,3,46.697
"solar","CH",1,1,3,4,53.541
"solar","CH",1,1,2,5,7.605
"solar","CH",1,1,1,6,1.053
"solar","CZ",1,1,3,1,210.989
"solar","CZ",1,1,2,2,2.327
"solar","DE",1,1,4,1,6.004
"solar","DE",1,1,3,2,229.858
"solar","DE",2,2,3,3,216.228
"solar","DE",3,3,3,4,285.383
"solar","DE",4,4,3,5,61.03
"solar","DE",1,1,2,6,1.599
"solar","DE",2,2,2,7,46.836
"solar","DE",3,3,2,8,18.866
"solar","DE",4,4,2,9,216.019
"solar","DE",1,1,1,10,0.236
"solar","DK",1,1,3,1,68.706
"solar","DK",1,1,2,2,90.54
"solar","EE",1,1,3,1,11.033
"solar","EE",1,1,2,2,51.494
"solar","ES",1,1,6,1,865.113
"solar","ES",1,1,5,2,148.202
"solar","ES",1,1,4,3,60.568
"solar","ES",1,1,3,4,21.735
"solar","ES",1,1,2,5,0.383
"solar","ES",1,1,1,6,0.016
"solar","FI",1,1,3,1,3.218
"solar","FI",2,2,3,2,0.32
"solar","FI",1,1,2,3,60.465
"solar","FI",2,2,2,4,28.313
"solar","FR",1,1,6,1,15.015
"solar","FR",2,2,6,2,0.879
"solar","FR",1,1,5,3,80.815
"solar","FR",2,2,5,4,13.061
"solar","FR",1,1,4,5,377.895
"solar","FR",2,2,4,6,185.884
"solar","FR",3,3,4,7,78.77
"solar","FR",1,1,3,8,15.162
"solar","FR",2,2,3,9,261.258
"solar","FR",3,3,3,10,303.87
"solar","FR",4,4,3,11,346.894
"solar","FR",1,1,2,12,0.734
"solar","FR",2,2,2,13,1.275
"solar","FR",4,4,2,14,0.595
"solar","FR",1,1,1,15,0.017
"solar","FR",2,2,1,16,0.044
"solar","GB",2,1,3,1,70.285
"solar","GB",1,2,3,2,56.365
"solar","GB",2,1,2,3,117.674
"solar","GB",1,2,2,4,155.186
"solar","GB",3,3,2,5,205.213
"solar","GB",4,4,2,6,197.128
"solar","GB",1,2,1,7,1.205
"solar","GB",3,3,1,8,0.297
"solar","GB",4,4,1,9,47.724
"solar","GR",1,1,6,1,25.601
"solar","GR",1,1,5,2,154.25
"solar","GR",1,1,4,3,11.018
"solar","GR",1,1,3,4,0.201
"solar","GR",1,1,2,5,0.02
"solar","HR",1,1,5,1,11.613
"solar","HR",1,1,4,2,73.245
"solar","HR",1,1,3,3,0.834
"solar","HU",1,1,4,1,280.749
"solar","HU",1,1,3,2,7.462
"solar","IE",1,1,3,1,1.626
"solar","IE",1,1,2,2,213.467
"solar","IE",1,1,1,3,9.697
"solar","IT",1,1,6,1,76.614
"solar","IT",2,2,6,2,1.355
"solar","IT",1,1,5,3,283.106
"solar","IT",2,2,5,4,133.252
"solar","IT",1,1,4,5,24.973
"solar","IT",2,2,4,6,228.326
"solar","IT",1,1,3,7,0.693
"solar","IT",2,2,3,8,12.875
"solar","IT",1,1,2,9,0.043
"solar","IT",2,2,2,10,3.882
"solar","IT",2,2,1,11,0.441
"solar","LT",1,1,3,1,108.863
"solar","LT",1,1,2,2,68.961
"solar","LU",1,1,3,1,6.306
"solar","LU",1,1,2,2,0.263
"solar","LV",1,1,3,1,34.104
"solar","LV",2,2,3,2,1.004
"solar","LV",1,1,2,3,20.695
"solar","LV",2,2,2,4,64.451
"solar","MD",1,1,4,1,82.498
"solar","MD",1,1,3,2,6.032
"solar","ME",1,1,5,1,7.013
"solar","ME",1,1,4,2,8.013
"solar","ME",1,1,3,3,0.8
"solar","ME",1,1,2,4,0.129
"solar","MK",1,1,5,1,32.243
"solar","MK",1,1,4,2,16.713
"solar","MK",1,1,3,3,0.19
"solar","MK",1,1,2,4,0.006
"solar","NL",1,1,3,1,85.651
"solar","NL",1,1,2,2,52.315
"solar","NO",3,4,4,1,0.043
"solar","NO",1,1,3,2,29.526
"solar","NO",2,2,3,3,7.628
"solar","NO",4,3,3,4,16.133
"solar","NO",3,4,3,5,4.807
"solar","NO",1,1,2,6,30.954
"solar","NO",2,2,2,7,27.224
"solar","NO",4,3,2,8,62.101
"solar","NO",3,4,2,9,25.109
"solar","NO",5,5,2,10,11.311
"solar","NO",1,1,1,11,4.212
"solar","NO",2,2,1,12,0.264
"solar","NO",4,3,1,13,13.48
"solar","NO",3,4,1,14,29.079
"solar","NO",5,5,1,15,28.023
"solar","PL",1,1,4,1,0.011
"solar","PL",1,1,3,2,241.845
"solar","PL",3,2,3,3,206.405
"solar","PL",2,3,3,4,378.577
"solar","PL",1,1,2,5,0.686
"solar","PL",3,2,2,6,4.344
"solar","PL",2,3,2,7,32.229
"solar","PL",1,1,1,8,0.017
"solar","PT",1,1,6,1,69.723
"solar","PT",1,1,5,2,64.96
"solar","PT",1,1,4,3,1.294
"solar","RO",1,1,4,1,376.031
"solar","RO",2,2,4,2,229.681
"solar","RO",1,1,3,3,4.582
"solar","RO",2,2,3,4,41.398
"solar","RO",1,1,2,5,0.162
"solar","RO",2,2,2,6,0.52
"solar","RS",1,1,5,1,0.637
"solar","RS",1,1,4,2,191.102
"solar","RS",1,1,3,3,1.748
"solar","RS",1,1,2,4,0.015
"solar","SE",3,1,3,1,22.388
"solar","SE",1,2,3,2,25.514
"solar","SE",2,3,3,3,14.868
"solar","SE",4,4,3,4,11.398
"solar","SE",3,1,2,5,21.18
"solar","SE",1,2,2,6,14.846
"solar","SE",2,3,2,7,30.16
"solar","SE",4,4,2,8,54.547
"solar","SE",4,4,1,9,1.042
"solar","SI",1,1,4,1,20.277
"solar","SI",1,1,3,2,4.498
"solar","SI",1,1,2,3,0.305
"solar","SI",1,1,1,4,0.059
"solar","SK",1,1,4,1,45.783
"solar","SK",1,1,3,2,52.793
"solar","SK",1,1,2,3,1.111
"solar","SK",1,1,1,4,0.056
"solar","UA",1,1,5,1,1.232
"solar","UA",1,1,4,2,408.917
"solar","UA",2,2,4,3,188.878
"solar","UA",4,3,4,4,0.414
"solar","UA",3,4,4,5,5.211
"solar","UA",1,1,3,6,140.424
"solar","UA",2,2,3,7,176.044
"solar","UA",4,3,3,8,287.679
"solar","UA",3,4,3,9,309.633
"solar","UA",3,4,2,10,3.92
"solar","UA",3,4,1,11,0.013
"solar","XK",1,1,5,1,2.223
"solar","XK",1,1,4,2,19.02
"solar","XK",1,1,3,3,0.285
"solar","XK",1,1,2,4,0.015
